Date,Asset_1,Asset_2,Asset_3,Asset_4,Asset_5,Asset_6,Asset_7,Asset_8,Asset_9,Asset_10,Asset_11,Asset_12,Asset_13,Asset_14,Asset_15,Asset_16,Asset_17,Asset_18,Asset_19,Asset_20,Asset_21,Asset_22,Asset_23,Asset_24,Asset_25,Asset_26,Asset_27,Asset_28,Asset_29,Asset_30,Asset_31,Asset_32,Asset_33
2000-10-31,28.57058065,23.98419999,22.31057035,20.01974834,16.66592502,4.965132968,33.20191123,19.28259726,9.443484532,28.77716238,14.44150142,6.009583817,363.5541777,27.57105518,15.30114603,31.52763658,23.8582912,29.65000237,46.33437354,11.19215602,32.05366702,1.25686631,15.82244678,72.54673827,10.71992315,11.28630689,21.29343659,10.07927514,5.022075348,4.206027704,18.63729643,16.77187206,33.91543422
2000-11-30,23.08943323,23.31209475,20.12325953,20.72194171,14.51013373,5.061791408,38.18439284,20.05587096,11.09274557,28.53220533,13.05288744,6.538596477,344.9822084,22.34770363,12.89093792,35.85790107,24.52814221,32.22338415,47.29013162,12.54887773,28.9833924,1.060239986,10.76266649,68.95368614,9.841784163,13.00921657,19.94592432,9.958918646,4.781080245,3.781419193,17.87765907,17.61209039,35.51569082
2000-12-31,23.24365654,20.79792329,17.85156688,22.09993783,14.9502213,4.91624824,38.91979316,19.51468588,11.32715831,28.18852195,14.17516985,7.414863818,353.639662,27.53469774,14.80811798,38.25325646,25.46365475,33.86677675,45.19473917,15.10270683,28.12907822,0.956143696,10.80094196,62.68516922,12.89041764,14.22702878,24.03078684,10.8472084,5.242520284,4.330205665,19.72691501,18.32368964,33.66369405
2001-01-31,24.4564389,22.95943355,21.7980728,19.07744633,18.17245048,5.548416657,41.60821102,18.57321596,10.27648694,27.28392135,16.10690334,6.943981745,387.6461394,33.53223571,17.3708132,32.15091971,24.99313069,30.00963766,40.05897336,14.23124935,26.97903664,1.389235666,12.61136601,82.59692885,13.10581022,12.88438421,22.75748979,11.10362194,5.568861908,4.523272113,17.17166234,16.60613784,28.88167252
2001-02-28,24.85802246,20.68229228,19.6534237,19.10994624,17.92748662,5.291771834,36.69287482,16.98168349,10.14672274,26.41587306,15.6181374,7.335364247,341.4687296,28.45270264,16.54455378,32.94053674,24.97071895,31.46956084,42.71865342,13.38805909,27.28414972,1.172689681,9.873484648,73.75543312,11.39095389,14.05190123,22.32941928,11.19453101,5.62680383,4.950150788,19.31222557,16.95905944,32.39822201
2001-03-31,22.97057972,20.59872746,19.42480766,17.25745145,18.12732556,4.715154244,37.04681804,14.51488649,10.79554371,26.39957703,14.41402686,7.642233313,312.3071056,27.37947596,17.86616015,30.85740234,22.72335425,28.28154204,38.26135341,14.28274189,24.64877747,1.418151302,10.72976377,71.00898456,10.18972603,13.4674193,21.39260596,11.68531421,6.09585391,5.212845357,20.80167119,18.97980979,33.98036831
2001-04-30,24.29580547,23.18871674,18.8859658,17.87494972,19.19743084,4.299634054,37.95648248,14.84593904,9.456042357,28.87657438,16.94775784,9.300366359,341.2604323,29.00326449,18.27406335,29.23249766,24.02738068,31.19473163,42.44393539,16.27098767,28.57632992,1.637910135,9.755266521,85.0070127,9.941196124,15.23021426,23.23065613,11.66194358,6.48762754,5.357295151,22.77840459,19.99079463,37.17646285
2001-05-31,25.39614443,23.09607977,17.94078416,19.68194463,15.85676529,4.337408616,37.96381848,15.23484543,10.43973866,29.06992563,18.33228885,9.254049794,356.8180633,29.71051119,19.51881348,28.31376202,23.8585426,31.45842682,43.30550713,17.55451578,28.85308399,1.281926528,10.06065475,82.63929509,9.187322085,17.1183264,22.82151809,11.55775111,6.265967609,5.520908707,21.35420626,21.32605763,36.56767847
2001-06-30,23.20349819,22.52762567,18.9687593,17.58895052,15.98700566,5.110676136,35.85001829,14.52024216,10.46485431,28.61782364,13.99971262,8.279216041,367.8881262,26.8815244,19.77577001,27.30106478,22.27872771,32.4221352,38.28567652,16.22236918,28.85308399,1.493974525,9.842992137,83.89588544,8.450016705,15.5699697,21.30008526,12.12585205,6.317388211,6.020139813,14.92662725,22.39890057,31.20089977
2001-07-31,21.16345369,22.96611855,20.72709935,18.94094672,16.58611138,4.008547717,41.0659021,14.39117334,11.03414239,27.36302954,13.76769491,8.606150108,349.5772675,26.56939942,20.95842892,31.02984772,22.92956694,35.10883735,40.30324904,17.97784611,25.69902618,1.207388444,8.486999514,77.76815953,9.361293017,15.64526778,24.31312603,12.2786187,6.552453818,5.98847002,14.59760194,20.3779834,30.88097257
2001-08-31,20.42453994,21.20601898,20.72709935,19.51944509,13.09446743,3.748569844,35.29904465,15.70444858,11.14297687,26.45584729,10.95595487,8.568786214,319.872916,24.17765777,20.26003425,29.4557939,21.36769694,34.32133329,35.36596844,16.31383495,24.16299243,1.191966772,7.987966696,73.97939379,9.783793852,17.35202427,24.09704411,12.40246088,6.65742686,6.202343949,14.09961382,20.8795953,31.67128846
2001-09-30,14.95497183,22.94915374,21.42633454,17.64095038,11.43377,3.319717455,36.42026692,15.11718545,10.31416041,25.96165338,8.906204169,7.645379946,282.8570545,20.9556224,19.41457952,29.15147683,22.3660832,36.07288682,23.13984263,14.61719611,22.07620579,0.996625586,5.551361461,67.88784391,7.455897093,19.77402386,20.91531851,12.53388413,7.218783496,6.10823942,12.34537045,21.01137058,30.49499537
2001-10-31,14.93087682,21.27478045,17.84784219,16.94545233,10.67591204,3.804120672,37.81821656,15.44953766,10.23881346,25.99459964,9.75140492,7.953205433,317.917361,22.12470488,19.61071996,28.18029024,23.37004703,37.70723602,22.51817522,14.70117983,21.60738314,1.128352373,5.821147251,79.98952563,8.905654861,19.43887092,21.49163342,12.04713135,7.13617583,6.228822717,13.10992037,20.34759674,30.94617628
2001-11-30,16.44083101,20.07457701,19.44522406,17.58889845,12.59824138,3.937442658,40.57732769,15.21102124,10.59880445,24.78884069,8.512254192,7.852690988,335.6969041,23.60135374,20.40525498,28.34373065,24.21918507,38.04255975,24.36589879,15.58877343,22.8476861,1.368673436,7.60588402,85.66076572,9.734087871,16.48114616,24.13294797,12.90469777,7.120837462,6.2724114,12.15077335,20.15724983,29.33717369
2001-12-31,16.97947464,20.2710516,18.01395319,17.34642853,10.45640731,4.23297306,42.39582443,15.27256498,8.736060381,26.04816682,5.203477831,8.415296106,353.7782823,22.74414656,21.33274577,26.88858376,22.28433445,38.59768724,26.92050015,17.17657975,23.88988231,1.407227617,7.131736259,89.64033413,10.76962913,16.03561833,24.37458191,13.77328319,6.942528931,6.276770268,12.61207472,20.72591964,31.86106333
2002-01-31,17.25809536,19.94999859,15.87883324,17.81170864,10.24461426,5.281772685,44.1859522,14.17125595,8.623039954,25.88246601,5.461665662,8.231320541,333.3140869,21.50431648,21.35985648,24.05200951,23.30208824,37.5592723,28.42688193,16.64628696,22.14344131,1.588432269,7.676859235,79.95449445,11.22526729,18.32642094,25.23841159,14.24480099,7.433356715,6.369216258,11.92725618,20.2613902,28.2984024
2002-02-28,18.84787242,20.1436879,12.64026895,17.10395862,9.963389556,5.112898169,45.68140874,15.35030445,9.271860921,27.53815886,6.603892208,8.513627874,318.1954099,18.47287098,21.87620774,24.91612182,22.97751913,39.89819346,32.03710208,18.37779214,23.05471319,1.394376224,6.985907183,72.80966981,11.01815904,20.23961873,26.58264456,14.30083706,7.40007595,6.262618496,10.05989915,20.46894591,28.87354968
2002-03-31,18.91343024,19.84239342,13.81211575,18.18524336,11.04141759,5.139562566,45.21197409,16.99837359,9.276046863,29.22512113,6.832026666,9.327609092,348.2218055,22.51479831,23.26848554,21.46497389,22.29313013,42.5515216,33.63338066,18.82142827,22.3960071,1.520962452,6.253233924,77.17290726,12.2193869,23.26373506,26.13301152,14.66467461,7.938441264,7.035452268,12.47330765,22.74460721,30.91841864
2002-04-30,18.99537751,17.41451751,14.31798787,18.61120402,10.7133221,5.07067954,41.19968797,18.05548638,9.531389308,26.7846935,6.800007795,9.199614456,304.4831216,22.38272456,24.79417571,15.38114568,20.39142627,41.837416,31.08909384,18.19838044,18.89288834,1.559516633,5.960440362,62.15387223,10.43825593,23.95265752,25.17300333,14.85669998,7.993256641,7.544143854,12.27501156,22.66462617,31.35193086
2002-05-31,18.77411988,18.66926584,14.85999372,19.62040311,11.89045984,5.395096373,39.9015954,18.07174965,9.355579756,26.78024658,7.424375786,9.554799571,304.8551966,22.92475636,25.9333121,16.62018242,19.4788702,40.32704978,29.84326443,17.41540362,18.64737062,1.497187374,6.654082252,59.80630314,11.6146308,26.22106072,26.33734158,15.09606168,8.340825288,7.160160484,8.421266174,23.39445313,26.38145732
2002-06-30,15.4880343,17.43188427,9.648058277,18.64397022,10.77888711,5.52175226,40.62577223,18.28173455,8.330024033,27.44421963,6.424261784,9.677284525,273.5789455,21.6302569,24.26621936,13.72553625,19.70405945,34.35194167,31.4876178,16.30924062,17.50197309,1.138633488,5.350072595,53.52459697,10.35541263,22.1420536,26.63066257,15.24517128,8.566468874,7.11498597,8.366807662,22.58042186,25.63146899
2002-07-31,14.52925122,14.47066604,8.502294523,16.21927111,9.14184363,4.36185098,36.3202232,16.3033897,8.154214481,24.65419144,5.319965844,8.74150176,236.795815,16.08988769,22.93495719,12.65679703,18.21218067,34.83836411,29.05257536,15.01535147,19.3997774,0.980561344,4.954419321,52.33516148,8.988498162,20.51903182,24.33301917,16.1963877,8.74818185,7.455795845,4.980478407,20.71895339,21.00791462
2002-08-31,12.84933216,13.59365598,10.54830123,15.57050026,7.988084597,4.466286536,39.49584255,16.64943682,7.568182639,23.92707973,6.126021275,9.583706249,248.819566,17.01815044,24.16965112,13.47789525,18.69629333,35.83175524,26.0601092,14.65928274,18.1646984,0.94779029,4.702321659,56.15880021,10.96845306,23.98372079,23.15894634,16.59463291,8.74811078,7.644491912,5.954392771,21.70532934,22.33142386
2002-09-30,12.40681689,12.03257806,8.382846895,11.57302334,6.651081483,4.586276324,36.41468754,15.71827964,5.902177833,21.53099699,5.250217225,9.235928342,225.2671796,12.24146503,22.19972986,12.85666962,16.40164548,35.68000964,23.99329719,12.50271548,14.95007897,0.931726048,4.104043735,43.44149164,9.982617775,23.15872794,20.53856696,16.20263371,8.666733005,7.322327894,5.029828831,20.86041625,16.27205876
2002-10-31,13.68519433,16.75482494,11.41611386,11.86791918,5.809838485,5.297326917,39.602082,15.23322848,6.195193753,22.71891407,6.58005536,9.284744031,282.0968088,13.62520526,24.28747875,13.45516171,17.95590203,38.76110514,20.9141691,13.8410802,15.31397542,1.032609489,5.556460241,58.81103328,9.112763114,20.8100238,21.48584094,16.33852676,8.788799667,6.774480806,3.557561251,23.11047098,17.05444931
2002-11-30,16.24194919,18.58294672,13.40152497,12.28961928,7.815125527,4.830699965,39.86091913,15.02470564,6.584486334,23.64504025,8.750046279,9.063446241,296.8315,16.52753814,24.38490703,14.48849188,17.8913202,37.74792779,24.06657045,16.90746394,16.44811934,0.995983017,6.850623132,64.87533214,10.81105078,19.70722723,24.3119116,16.41606674,9.036963151,7.286205274,3.936740693,22.72093986,16.67325185
2002-12-31,13.53207541,17.19410663,13.40906817,10.68200421,6.386701881,4.528503463,37.4095048,14.43214494,6.467279966,23.74016398,7.660896859,9.34161291,268.6599919,15.75927356,24.43247041,12.81001376,17.34657972,35.55666787,23.3173615,15.49116736,14.88173176,0.920802363,6.130846165,57.84443443,8.83938022,24.46990995,21.66082602,17.21296318,7.940254386,7.680561745,4.374156326,24.04966695,16.50432326
2003-01-31,14.51939422,17.14540818,11.24213312,9.459685324,6.322847295,5.048459209,35.40238229,13.31944764,6.316586063,23.20339438,7.681369592,9.59116039,264.0109497,15.53072073,24.60104287,13.05348703,17.31228187,35.49046666,22.32784025,15.01196742,14.14222886,0.922730072,6.148504132,58.36690029,8.093790511,24.40247651,22.11299653,16.83045289,7.637571059,7.639470358,3.586808187,21.72763014,14.38426945
2003-02-28,14.15433516,15.48819788,11.76071587,9.041173965,5.774543303,5.210667626,35.59494755,13.24043954,5.533814961,23.27324626,8.295551596,9.817723234,256.0245801,15.09154868,24.31657685,12.89301601,17.00435591,34.86126039,19.58740472,16.04280284,14.81788299,0.964497102,5.59757556,58.29289786,7.298494821,23.03694933,21.85222595,17.37498095,7.498011047,7.438808848,2.392920813,21.47884049,11.63591564
2003-03-31,14.12114798,15.83307678,10.97965061,9.605832148,5.219298755,5.723957272,38.60064651,13.40308097,5.504513369,23.90946375,8.54120489,9.922257861,264.5484938,15.77692324,23.69354449,11.69225014,17.76846848,38.4637014,17.81060821,16.79374255,15.71126886,0.908593539,5.518416186,58.65185348,7.98905871,22.07516825,21.08493271,17.79625808,7.073795429,7.634692703,3.687943275,20.29687929,12.52303578
2003-04-30,15.48182263,16.92924574,10.75538541,11.35959403,7.218179129,5.223999824,41.78336366,13.37659267,5.985896667,24.08048996,8.821379484,9.885827675,301.4086613,19.79429043,26.24935622,14.31263026,17.53467284,37.46006931,19.38840351,18.07651876,18.14497522,0.913734097,5.784577738,63.49027618,7.52399916,22.80960024,22.30137311,17.82326302,7.89465265,8.109797489,4.132588918,21.17387252,15.14994494
2003-05-31,16.30320551,17.14210678,12.67098403,12.44240914,7.358337947,5.481755664,39.03094393,15.08839921,6.718436469,25.07692615,9.834952278,11.17413152,316.616237,22.16151222,26.30252845,14.3462543,17.76853029,36.27881582,21.92339627,17.92187174,17.68287907,1.15341259,6.920200361,65.95997343,7.258250845,25.03822143,23.03357089,18.6361656,8.503312059,8.309019596,5.051294373,22.75456092,16.96054372
2003-06-30,16.38617347,17.86674009,13.56201621,14.65454061,7.701727051,5.455091267,39.88222215,15.43876219,6.982150798,24.73935215,9.527442497,11.19770107,330.3553131,23.05174947,28.24855613,15.21487516,19.56142197,34.50993151,24.53247343,19.12811852,17.78573338,1.224737826,7.58727242,61.80937991,5.587824662,27.43802512,22.44312767,19.18461074,9.184270994,8.367328506,4.310790486,20.55275198,17.45938324
2003-07-31,18.18657836,16.00581512,13.29831034,15.28562916,7.823559939,6.072816469,41.54676804,14.95973143,7.095171224,24.51200639,9.183626094,10.91066611,348.493981,23.87343066,29.513897,14.83374918,19.10890298,34.57000683,23.67469463,23.31446424,17.63689879,1.354536903,7.540965124,60.87287416,6.087481115,30.51487082,24.5724883,19.95243392,9.685231231,8.897726574,4.268475978,18.99427466,15.35900631
2003-08-31,17.00843323,16.152154,13.91048468,14.89368996,8.177247098,6.308351978,43.96927678,14.47737407,8.041194054,26.15032728,10.01624172,11.45803511,337.2146,23.30809692,28.32719313,14.36382506,17.21989703,33.25041188,26.86727815,24.82107553,18.33766165,1.452850065,7.099264758,61.56553941,6.520516707,33.21979011,25.62437785,19.63835253,9.291899914,9.040840312,4.545524786,18.56875185,15.18948324
2003-09-30,16.73463894,14.83510407,14.32627021,15.63771015,7.618421388,6.399455335,41.50218198,14.36176865,7.480277863,25.38732038,10.0964895,11.84480621,354.0169883,23.38302067,28.180789,14.52801542,17.48464144,33.21017338,24.66845839,23.78787192,18.6021129,1.331404394,6.924046455,66.31001215,5.351596427,33.07594487,24.65753633,20.51228148,10.31942273,9.035905356,4.909595087,19.90585701,15.83868247
2003-10-31,18.78394772,15.546603,15.18015386,16.60759362,8.649480631,7.019402571,43.87488891,15.51177992,7.321212077,25.37344753,9.94243997,11.85489262,371.4348121,24.68978871,27.34663187,14.51833413,18.18678965,33.7533931,27.65770356,25.44817598,18.10289484,1.470842016,7.979105187,67.17332602,5.835828241,37.04438133,24.8660701,20.64030929,10.48736195,8.743115895,5.252249488,19.90046101,16.14104923
2003-11-30,19.15730357,15.19495364,14.22190665,17.28564926,9.412460373,7.148280491,41.41134553,15.61845842,7.894686094,25.28639499,9.773818187,12.33231598,368.5354264,24.34591978,27.23829977,15.07915271,19.4100335,33.21487765,27.70587726,26.41012259,17.89072717,1.343613218,7.775246381,68.09080277,6.069595324,40.73358879,23.67221068,22.28826449,10.53459219,9.244154055,5.24662095,20.3483293,16.29605488
2003-12-31,19.53781222,16.23139384,15.69100337,16.746105,11.40904288,7.368261768,39.55214746,17.04595193,7.748178133,28.63928714,10.88305237,14.29695235,380.3680544,25.26061112,29.35178787,16.52799513,20.42765813,34.80487991,30.41223412,28.8306164,19.45763105,1.373171424,8.215152225,69.70019439,8.290382608,41.17307867,27.42566383,22.48575544,11.42521954,9.619932675,5.241212062,21.54449665,18.47307773
2004-01-31,20.09890669,17.23459355,16.63705046,17.35983659,10.43451436,8.134863189,40.14859831,16.53877188,7.756550017,28.49259811,12.62015496,14.90958217,390.8685322,26.99445044,29.72767177,16.21014907,21.17931269,35.99064431,30.13077301,27.25285139,21.12201847,1.449637217,8.508422788,74.62613606,9.442520373,35.28637024,26.89127562,23.52963618,12.64645855,9.409648478,5.679331956,21.38045226,19.62933883
2004-02-29,22.21766644,17.92191999,16.94284346,19.08637823,9.867577199,8.310403804,44.40576631,16.78060608,8.045379996,29.6373584,13.37778284,15.0280465,397.0301623,28.47293282,29.89554224,16.07723163,21.28530516,36.48042364,31.41951877,26.42267365,20.54989737,1.537026694,8.122163998,72.69039453,9.434171548,36.80251529,28.32150848,23.96770568,12.70789673,9.597841447,5.712893444,22.12412016,20.08814931
2004-03-31,21.13768586,17.08497147,17.71459443,19.26847442,9.738401643,8.41483936,44.60183867,16.98247059,6.965407031,29.22973052,12.77045957,15.67887831,408.4054793,29.11846737,29.83865607,14.16437625,20.35606946,34.32177865,29.75327729,27.58073671,19.28606604,1.737508437,8.198759109,69.18016408,11.93881886,39.54114031,27.04173265,26.69871005,12.91786916,9.979313683,6.242674194,22.7830318,20.67359628
2004-04-30,19.47982815,17.82664255,17.19555586,18.36473778,11.09409679,8.648152835,42.59180439,17.07362898,7.325398019,29.90442495,12.52253028,16.07042467,383.042754,26.31270047,29.65810604,14.67296095,20.7684178,36.56162658,30.92689086,27.23261146,18.92587411,1.656544656,7.071609214,66.41566929,10.49447224,31.71431798,25.8003438,21.65949279,10.90943721,9.281024982,5.893128132,21.60374,19.2648645
2004-05-31,19.85200029,16.33400369,17.07060212,17.80496061,10.72573811,9.021454397,41.7416529,17.33697544,6.986336739,30.58904281,12.20316374,15.04899938,369.8206502,25.78084802,30.63086539,14.77233957,20.62220174,37.89553429,33.33291256,26.39878134,19.66521544,1.803050545,7.624415213,66.86798322,10.39428635,33.73674174,26.99722118,23.37256681,11.16062745,10.30995199,5.976767878,22.26259316,18.50323016
2004-06-30,21.56060875,17.09449374,17.02206458,17.53518848,11.30355565,9.663621963,39.51712914,17.12617027,7.61841394,31.40946569,12.77026529,16.58292427,370.3782088,27.13147333,31.47994391,14.48589531,20.0036524,37.888732,37.18293674,27.83170789,20.59714574,2.090921766,7.60222556,66.53586997,11.18742467,32.92964265,28.78072119,24.88047435,11.16527191,10.22722419,6.340667029,22.73320395,18.82801104
2004-07-31,19.53057889,18.39883527,18.06660036,18.54683397,10.70183514,10.44133355,39.70437861,14.88022639,6.613787926,32.74618918,13.39907214,16.87751867,354.3546411,26.35645072,31.62502992,13.53987766,18.64984629,37.59623371,36.93548717,25.88280055,21.13750296,2.078070372,7.259945263,65.72068291,11.39614528,34.38242101,27.83424436,24.64848857,11.59256185,10.17474997,6.401316888,22.52572281,19.9508249
2004-08-31,18.9892376,18.73778631,19.03376312,18.22310741,10.25834876,9.608071136,39.54388869,15.16860287,6.919361672,32.79980186,12.3630179,17.69279154,374.3669581,27.94503936,33.46650619,14.03062432,19.16616918,39.72408155,38.15834324,25.60456661,20.84507435,2.216222855,6.445678449,64.06208596,13.30802606,37.7127667,25.92078209,27.00895875,11.97198195,11.1402755,6.08659046,23.17059662,20.79682037
2004-09-30,19.07382217,18.79984777,19.57742122,18.90428204,10.21472715,10.10136248,39.94180517,13.66698817,6.496581558,34.38643002,14.27871351,19.25965249,354.5957533,28.05094527,32.57121468,14.15938342,17.95178381,38.51389869,37.71990957,28.3340768,21.47504028,2.489957542,6.784572632,64.85633782,14.5186056,38.74605668,26.17337948,27.29666287,12.27895584,10.40563651,5.763901021,23.95461971,21.50131971
2004-10-31,21.33223039,18.83942858,20.37491181,19.65964401,9.545144268,11.75011105,40.48237095,13.87514954,6.324957947,35.0196583,15.69853216,19.22521721,359.827842,27.48617058,33.66869848,14.01581553,16.98379547,39.91552291,36.4630664,28.51675406,21.82038042,3.367065166,6.752006683,67.88962351,12.55663187,40.43954784,24.94275527,28.6882114,13.14320543,11.22514672,5.847355186,24.24986508,23.04182492
2004-11-30,22.73633437,19.8657197,22.18385386,21.11182145,10.38757834,12.50115824,39.08590935,13.49891723,6.772853711,36.66364882,17.57870695,20.7334825,362.9095319,26.80969747,34.78121632,14.0576895,16.39048538,41.43462577,39.2939137,32.41505878,22.61338369,4.30842976,7.236877474,71.42342191,14.51025677,40.37676126,27.05735018,30.86143645,12.86068383,12.24222595,6.265230753,24.91416717,24.00597591
2004-12-31,23.72199347,19.51880439,24.28424991,22.01837982,10.72455196,13.85659843,39.75372221,14.29903112,7.342141786,36.67080271,16.68170401,20.19737078,390.7258379,27.77812213,35.66361096,15.32587255,15.87108937,43.5640578,37.973603,34.52531274,23.48183074,4.138148792,7.617191117,74.71265844,13.62528139,37.86973532,27.37014925,32.8792996,13.27291596,13.20605496,6.343826838,24.7739188,24.05345609
2005-01-31,24.43024004,17.31514599,23.28747185,22.24501942,9.719968886,11.99897875,39.43761916,14.24752164,7.15796035,36.91403472,17.48518058,20.20429243,397.7812858,26.81713154,35.19305469,14.180172,14.2597813,44.44330715,37.11540103,31.68737583,23.24379574,4.941360903,7.115916738,70.80195325,13.77556023,35.46503698,25.51288995,29.31836463,12.4436583,11.98586417,6.315756808,25.16451154,25.43987717
2005-02-28,23.84145675,17.50002251,23.14088684,22.7189022,9.336188793,11.5123535,38.84304436,14.69737108,7.530509164,45.51046105,18.69252103,24.31921255,390.4598262,26.25679501,35.40556397,15.14205227,15.63464921,45.25436022,40.5070786,33.80342393,22.78563244,5.765135243,7.555439926,70.2995004,13.74216493,38.37284597,24.50193217,30.59989886,12.27448826,11.92113403,6.780933811,25.40001599,25.89328176
2005-03-31,24.51557095,17.27135944,22.35557122,21.38653611,8.361977789,11.47902301,37.82431559,14.40365065,6.710064586,42.84352359,18.44007076,24.73484051,367.7130048,24.85595369,33.79363001,15.57104055,15.62275522,46.33053098,43.07883964,32.51956953,23.34232687,5.355175782,8.001098672,69.38829495,14.24309439,36.10962723,24.13456656,28.57790554,11.4318349,11.2576501,6.86370875,26.41847629,26.87183484
2005-04-30,22.52736071,17.61596321,21.87406661,20.12971655,6.797093628,11.00350792,35.58248328,15.01546879,6.601230101,40.99607635,17.73231313,23.98066595,387.9015037,25.75200159,34.51394775,15.90129829,16.15798475,47.34461497,43.85994758,31.45713302,23.43295154,4.634212592,7.465017767,57.99822684,10.72823933,32.45165789,22.49454577,31.58989558,12.48880472,12.11790272,6.755304372,26.69149045,28.00388643
2005-05-31,23.41480219,17.40929549,23.27927395,21.24917878,7.446212339,12.17451937,35.76280857,15.42680414,7.019824273,40.60393048,18.27592215,25.40907953,389.1405417,25.94066094,35.49480594,15.50988171,16.7061299,46.51679131,47.2824433,33.62215546,23.61420089,5.109624201,8.208966778,57.52042917,10.92026229,31.9124227,21.29031843,33.84880868,13.46672461,12.610278,6.994935101,27.61509154,26.62585929
