Date,Asset_1,Asset_2,Asset_3,Asset_4,Asset_5,Asset_6,Asset_7,Asset_8,Asset_9,Asset_10,Asset_11,Asset_12,Asset_13,Asset_14,Asset_15,Asset_16,Asset_17,Asset_18,Asset_19,Asset_20,Asset_21,Asset_22,Asset_23,Asset_24,Asset_25,Asset_26,Asset_27,Asset_28,Asset_29,Asset_30
1993-10-31,1169.175825,3045.863413,2110.641549,365.0333197,429.0647755,437.1963217,306.4712962,1696.759509,1194.150411,688.6939261,354.5215882,190.8993321,565.0527329,1048.859656,1639.515288,507.643124,328.6244668,90.86977103,1044.709134,378.8332569,801.689402,1143.311839,1544.361524,1307.535607,206.4198947,72.37858845,1015.476065,853.2308004,653.6265514,197.6761042
1993-11-30,1177.243139,3032.461614,2233.691951,354.3743468,429.6225597,443.4045095,311.3748369,1715.593539,1208.002556,689.6580975,365.1572358,191.5102099,552.3955517,1053.369752,1668.042854,517.7452222,322.4463268,90.71529242,983.1757664,357.9595444,753.2673621,1122.960888,1545.751449,1389.256583,209.763897,71.61137541,1030.403563,850.5004618,628.4619292,196.5295828
1993-12-31,1176.419068,3161.037987,2212.918616,356.2170934,445.3037831,450.8537053,311.5305243,1758.311819,1244.121832,693.5891487,370.7441416,204.6286593,574.1046969,1127.316309,1742.771174,551.6575342,367.7177911,95.00612575,988.2882804,363.7226931,749.9529857,1133.853609,1610.36386,1435.935604,214.2947972,73.76687781,990.9391064,883.7550299,642.6023226,202.4844291
1994-01-31,1196.535835,3005.198814,2437.087272,371.9262672,442.7210211,461.9897918,313.3374014,1792.071405,1343.029518,646.6331633,382.9045494,225.9918913,601.2024386,1162.601309,1891.603832,564.1801603,374.2631678,91.82342053,1036.41792,359.2852762,765.0270407,1177.733743,1684.601634,1528.409857,224.3452232,75.77333689,991.434576,906.0256566,669.4630997,213.864054
1994-02-28,1170.810314,3054.183555,2263.322949,368.8764718,429.4836626,456.3997153,321.5468413,1692.611442,1331.076555,650.0603191,376.1271389,218.6697541,606.2525391,1147.371232,1800.050207,574.8995833,369.1731887,89.91349339,1005.636307,341.5006551,722.7210454,1177.96929,1713.913702,1501.204161,214.1823846,75.15199552,1019.591318,921.790503,642.2828978,205.844152
1994-03-31,1120.699633,2957.365936,2014.583757,335.4562635,410.1568978,433.3971697,320.5500461,1578.867954,1289.147644,646.4199813,354.2741521,206.1181102,585.6399528,1098.263743,1676.206753,547.5343631,378.1440972,81.11096238,969.3328367,328.0796793,695.6912783,1120.955576,1651.698635,1413.834079,201.3314415,70.86833178,975.6469321,857.541705,620.6379642,195.0167496
1994-04-30,1131.234209,3011.485733,2241.425888,325.7280318,404.9479052,440.5048832,316.8957755,1616.760784,1321.891994,664.2611728,352.644491,204.0981527,579.2564773,1056.529721,1678.385821,545.508486,340.7078316,80.77840744,1009.366283,335.0021605,705.5700944,1127.569214,1610.240999,1402.947557,200.6670478,70.55651112,977.8909201,874.6925391,635.7815305,198.4490444
1994-05-31,1123.31557,2946.136492,2089.233071,330.5488067,409.037879,444.5575282,312.364166,1687.413231,1369.083538,628.3246433,355.9946137,211.3028175,564.6012884,1092.240426,1643.643235,562.5283508,347.2153512,79.31631826,1018.349643,317.079545,717.282558,1173.348524,1621.512686,1448.823942,196.6336401,70.85990412,953.2480689,865.7706752,663.1837145,195.6906027
1994-06-30,1132.863752,2811.203441,2153.999296,316.8640861,392.6763639,430.1094085,304.8986624,1625.147682,1332.802824,593.8296204,343.6416006,213.4369759,553.3657228,1036.42694,1587.101908,551.3902894,332.6670279,83.7104423,990.8542024,307.1549552,722.3752641,1118.201144,1539.788447,1427.815995,192.3863535,67.86961616,937.424151,806.3788069,645.9409379,194.0468016
1994-07-31,1160.279055,2965.53851,2273.115457,323.8034096,400.0979472,441.8083844,311.6674127,1642.049218,1387.31446,593.7108545,356.9061664,227.8653155,576.9391025,1112.811605,1655.029869,552.437931,336.0269649,81.79347317,1023.849647,323.0041509,745.4912726,1129.047695,1618.471636,1514.627207,195.4452965,69.39668253,945.7672259,798.3956567,663.96269,198.8203529
1994-08-31,1247.067928,3118.856851,2495.426148,335.719375,413.9413361,472.5140671,329.3077882,1817.91269,1472.079374,616.4499802,371.8248441,239.9877503,602.5551987,1116.372602,1625.073829,578.4025137,350.3753163,84.87708711,1023.235338,325.1359783,754.1389714,1220.839272,1766.885485,1599.597794,199.3151134,71.86720442,988.8942114,833.0460282,687.5333655,207.3497461
1994-09-30,1249.936184,3196.516386,2425.055131,324.3049163,401.3575195,466.8438983,320.6469934,1849.362579,1456.033708,580.6958814,360.8560112,241.0436964,582.7913882,1094.491699,1536.994827,548.1520623,372.5190363,83.92646373,1002.054366,316.0971981,745.8434427,1224.623874,1750.276762,1610.954938,185.5623705,71.1916527,964.2707455,803.8894172,654.8067773,200.07177
1994-10-31,1277.434781,3316.066099,2366.368797,326.1858848,405.0901444,472.3526563,328.4066507,1865.63697,1459.819396,578.779585,362.2272641,231.9322447,600.6830838,1108.610642,1519.473086,559.2795491,339.0668269,80.40155225,1076.206389,321.0283144,745.1721836,1295.896984,1871.395914,1560.854239,189.7931926,71.31979768,975.263432,834.7587708,657.0986011,202.5526599
1994-11-30,1251.502854,3344.915874,2319.278058,320.9669107,395.1249269,461.6774863,315.6644726,1873.659209,1344.785628,561.8792211,344.1521236,212.0324581,556.5328771,1048.413084,1442.283853,542.8367304,305.0584241,73.68802264,1024.225621,321.862988,704.5602996,1254.169101,1829.102366,1489.991457,181.138623,68.48126973,951.0768989,789.7652731,622.1409555,190.4805214
1994-12-31,1270.400548,3408.469276,2271.964785,329.2799536,405.2796375,466.7097709,320.6835377,1883.402237,1394.946131,573.6786847,347.455984,221.510309,566.5504689,1145.391295,1510.648108,571.281375,313.8441067,75.66286165,1013.983364,322.9895085,710.9013423,1279.503317,1882.146335,1546.015136,180.7220042,70.07688331,904.3790232,800.3481277,630.7887148,195.813976
1995-01-31,1300.890161,3505.269803,2376.247969,349.5635988,406.2928366,479.4509476,307.4393076,1999.231474,1357.003597,573.6786847,353.6059549,208.4190497,567.0037093,1151.118251,1416.987925,572.0240408,294.1346968,75.21645076,1017.836501,343.1117548,740.7591986,1267.603936,1870.477027,1529.781977,186.7942635,70.42026004,911.8853691,857.5730188,666.3651983,200.2393719
1995-02-28,1318.322089,3675.976443,2346.782494,363.4412737,429.5327869,495.4166642,313.8033013,2044.014259,1437.066809,594.2163816,370.5436801,215.5469812,597.225007,1219.840011,1486.278635,607.2607218,307.106037,70.44020614,1063.639144,345.9252712,751.9446625,1352.533399,1992.43213,1653.847295,200.747795,74.22295408,931.3085274,884.6723262,699.2170026,202.5221007
1995-03-31,1365.51802,3764.199877,2485.47734,378.0152687,435.0308065,505.1763725,321.5542428,2098.998243,1517.97367,566.8230065,375.3236936,220.1812413,631.6251674,1217.400331,1511.991255,652.5623716,341.1026753,74.88498315,1119.586563,339.871579,754.0501076,1423.270896,2076.114279,1700.320404,207.4326966,75.58123414,967.9089526,902.1003711,707.6775283,208.4762505
1995-04-30,1417.544256,3885.783533,2377.359075,383.9501084,425.6341411,525.3329097,317.5669702,2163.437489,1565.182651,572.4345542,381.8543259,220.2252775,658.7850496,1254.044081,1549.18624,678.0775603,334.689945,75.22196557,1145.896847,347.9605226,766.0395043,1477.924499,2268.777684,1716.303416,213.0956092,78.07541487,934.225721,924.7430904,719.3542075,211.1238988
1995-05-31,1462.338655,4212.966507,2470.551551,393.088121,442.787197,538.8864988,319.5041287,2198.70152,1614.95546,595.2174495,389.6441541,223.9030397,679.2732647,1296.556175,1634.236565,715.1684029,330.3055067,77.75694581,1192.649438,368.87295,770.8655532,1483.983989,2347.277392,1752.174157,211.987512,79.77745892,960.3840412,962.1951855,763.9541684,221.1311717
1995-06-30,1501.968032,4207.48965,2447.822477,396.5079877,454.6096151,538.1320577,330.047765,2296.763608,1635.303899,603.4314503,402.58034,238.4791276,701.6892824,1285.794759,1650.57893,750.3546883,332.2543092,80.85167225,1155.558041,367.1761344,800.6209635,1601.515521,2584.587136,1821.910689,221.6329438,82.72124715,1010.900242,989.0404312,777.1705755,226.8363559
1995-07-31,1493.256618,4308.048653,2362.883037,413.6767835,469.1116619,533.773188,354.7353378,2418.721755,1677.98533,625.6377276,414.7382663,253.9087271,756.84206,1337.612288,1690.52294,800.1032041,359.0007811,79.87336702,1182.366987,365.7808651,841.7728811,1684.634177,2810.221593,1858.531093,242.1561544,85.36005493,1051.538431,1006.447543,809.7340226,240.832159
1995-08-31,1513.415582,4237.82746,2470.866792,413.0149007,480.0888748,538.8974106,358.3181647,2443.876462,1670.769993,616.6285444,420.3787067,253.730991,747.30585,1337.478526,1695.425457,789.3818212,354.4055711,83.19609909,1163.212642,369.3655176,878.2216468,1701.817445,2806.568305,1876.930551,243.318504,84.31866226,1014.419125,972.3289711,851.7592184,235.7265173
1995-09-30,1635.094195,4630.250283,2542.274842,405.7871399,492.6672033,567.8362016,375.1591185,2626.189646,1719.222323,603.8026706,432.3594999,243.3026473,724.9614051,1424.949622,1688.813298,830.903305,358.7647596,84.83506224,1178.450728,392.4139259,927.6655255,1748.787607,2840.247125,1862.478186,250.0097628,84.66436878,1046.779095,997.8039902,900.8205493,232.1199016
1995-10-31,1634.440157,4812.219119,2613.20431,392.6396366,476.5569857,583.5652644,362.4037084,2656.390827,1620.36704,550.8491764,427.7332532,228.9721214,699.3702675,1418.394854,1597.448498,814.4514195,323.5699367,73.64531753,1175.975981,398.221652,926.5523269,1811.219324,2841.667249,1806.976336,245.7845978,84.05478532,961.2572429,1010.076979,883.5247948,222.7654695
1995-11-30,1699.000543,5046.092968,2689.771196,401.2777086,508.2480253,620.5049456,365.0854959,2787.882173,1726.663117,589.0230244,449.4621025,247.3585827,736.2270806,1497.115768,1684.828931,886.6118153,357.3506381,72.94568701,1232.187633,404.4339097,952.495792,1859.035514,2799.89474,1927.682355,260.974086,86.65207819,1027.391741,1067.752375,943.1627185,234.9507407
1995-12-31,1757.446162,5005.724224,2823.990779,394.3356042,514.5503008,609.2117556,386.8080829,2953.203585,1763.095709,571.7057474,453.7319924,246.3938842,731.9569635,1596.97339,1762.162579,920.8350314,364.9622066,78.3801407,1303.408078,424.8982656,990.0241262,1833.566728,2675.579414,1922.863149,257.0072799,88.67973682,1011.056213,1067.85915,954.9522524,236.7598614
1996-01-31,1817.550821,5168.910834,2875.387411,412.8299441,512.0290043,626.5742906,377.6794121,3128.919199,1858.831806,549.2948821,464.9845459,255.7814912,746.8156899,1681.61298,1816.613403,926.9125426,419.268583,76.5460454,1298.585468,433.0138224,1013.091688,1859.786732,2733.104371,1946.129794,256.6988711,88.18313029,996.2947918,1138.017496,992.481876,243.4601655
1996-02-29,1846.995144,5458.886732,2966.824731,420.2196001,523.9592801,623.8173638,384.7420171,3095.439763,1910.135564,550.6131899,461.5436602,254.1189115,775.2693677,1668.832721,1848.404137,955.8322139,430.6307616,77.93918343,1312.220616,421.8420658,990.8036712,1938.455711,2918.135537,1925.890044,267.4288839,90.87271577,1051.389894,1176.937695,1013.62174,247.136414
1996-03-31,1776.43993,5562.60558,2738.972592,424.7579718,525.3739702,631.9269895,428.9488749,3102.868819,2022.451535,565.3696233,466.943721,267.9175684,788.8365816,1719.231469,1956.90546,991.675922,428.9082386,81.46982844,1377.569202,419.8594081,972.2756426,1968.889465,2783.901302,1984.822279,276.1470656,93.07183549,1138.12956,1186.706277,1023.352509,259.4932347
1996-04-30,1770.755322,5513.09839,2695.14903,434.8247357,540.3471283,656.4457567,452.155009,3084.251606,2004.856207,584.9314123,480.6251721,273.0615857,818.3390698,1725.764549,2015.416933,1002.981027,433.5404475,81.99123534,1425.09534,408.9850494,998.5270849,2130.338402,3077.88128,2039.20641,283.4649628,97.42759739,1187.752009,1218.866017,1012.300302,266.4736027
1996-05-31,1868.146864,6047.317624,2842.843197,446.9563458,559.2052431,677.7802438,488.5534873,3205.462694,1997.438239,618.6819548,495.2842398,272.9250549,828.8138099,1832.416798,2043.229687,1028.857938,445.9397043,94.88845666,1431.365759,414.5063476,999.1262012,2205.326313,3206.536717,2068.570982,282.6712609,101.2175309,1248.446137,1223.863368,1026.674966,277.9852623
1996-06-30,1912.60876,6442.812197,2947.459827,435.3801765,556.632899,686.0491628,489.1397514,3199.372315,1950.49844,624.745038,498.6521727,257.6685444,791.3514257,1890.137927,1935.551482,1038.632088,396.663367,103.7605274,1444.391188,436.1021283,1003.422444,2185.478377,3002.921636,2041.058988,278.6290619,97.23968196,1234.962918,1217.621665,1033.348353,274.482648
1996-07-31,1865.749845,6070.417652,2953.354746,383.9182396,517.6685961,663.2723305,467.9600002,3005.490352,1891.788437,602.3166911,473.021451,242.8783699,726.3814736,1800.167362,1859.677864,1026.168503,385.3187947,95.06539517,1377.082558,410.7209844,917.7301672,2015.229611,2777.702513,2002.687079,258.6513581,89.8591901,1140.858744,1124.351845,1006.687966,255.3786557
1996-08-31,1858.286846,6200.324589,2564.102591,385.0699943,536.4599661,674.4816329,494.9612922,3131.420398,1961.973788,623.819397,488.4419503,256.8924519,760.594041,1829.870123,1920.861266,1068.138795,397.3407411,96.16815375,1417.98191,422.5908209,909.2870496,2076.694114,2918.53203,2082.394025,266.6954154,93.33674076,1219.463911,1164.266336,1048.767523,268.4540429
1996-09-30,2021.072774,6245.586959,2600.256437,413.6806949,548.9058373,717.2437685,530.3510246,3361.266655,2078.122636,623.757015,515.5504785,261.9789224,808.0551092,2013.040122,1941.414482,1123.468385,382.5993996,106.102324,1474.559389,425.4221794,923.1082128,2256.120486,3228.771985,2178.808868,271.0158811,97.73290125,1259.584274,1168.341268,1109.386285,282.1451991
1996-10-31,2072.610129,6294.302537,2686.324925,406.6894912,551.4856947,724.774828,529.025147,3338.410042,2108.671039,615.8353009,523.0775155,260.0402784,796.9847542,2127.984713,1946.268018,1152.566216,377.8169071,107.195178,1560.821113,440.7799201,916.3695228,2211.223688,3188.089458,2239.161874,276.7072146,97.89904718,1234.896422,1122.308622,1170.069715,283.4712815
1996-11-30,2192.199734,6466.766427,2974.836222,440.4447189,582.2585965,763.9126687,526.4329238,3560.748151,2216.424129,620.2693151,540.234458,280.7914926,865.525443,2276.730845,2074.52708,1206.506315,386.7711678,111.5687412,1647.13452,452.284276,968.1444009,2345.444966,3633.465555,2356.717872,295.2742687,102.8135793,1260.829247,1167.986583,1268.940606,302.6622873
1996-12-31,2144.628999,6500.393612,3251.495991,412.1241235,570.031166,766.8919282,540.3833963,3466.03225,2170.54415,631.1240281,551.6334051,276.4953828,857.3029513,2208.656593,2004.200612,1266.71098,376.7151174,124.1871659,1659.98217,452.917474,993.6065986,2287.981564,3546.625729,2375.807287,291.3175935,102.7313285,1206.487507,1130.260616,1248.003086,294.4298731
1997-01-31,2206.608778,7238.838326,3402.040255,426.9193795,574.3063997,816.2030791,575.184087,3797.03833,2252.590719,665.8358497,587.0482697,290.1542547,902.4828169,2303.40796,2080.360235,1290.018462,364.3588616,139.4125124,1731.527401,456.9937312,1016.856993,2419.769302,3910.864191,2404.554555,298.3092157,102.9367911,1210.589564,1148.457812,1330.246489,315.1577361
1997-02-28,2268.173162,7437.182497,3826.274675,425.8093891,588.0323227,839.6281075,593.1298305,3832.73049,2277.369217,680.5508219,568.4388395,291.7210876,886.2381262,2281.525585,2080.360235,1272.216207,425.0610479,134.8676645,1632.830339,454.388867,1040.041332,2296.361068,3596.039624,2519.973173,295.1471381,102.0206537,1278.745757,1112.281391,1382.525176,300.8810907
1997-03-31,2240.955084,6951.53448,3308.197084,412.1834887,592.2073522,788.7466442,559.5586821,3549.108434,2228.178042,661.2231786,538.5389566,278.4769503,868.0702446,2213.30797,1980.294908,1259.239602,378.9419242,127.5848106,1718.227366,441.8477342,960.9981912,2166.157395,3408.326355,2407.58237,294.6158732,95.31789675,1271.712655,1130.634034,1290.863757,287.9432038
1997-04-30,2316.475271,7741.92395,3415.38267,423.5185346,587.7065763,855.3957356,536.6167762,3767.733514,2300.37101,639.1383244,578.1754238,284.798377,903.4007035,2433.753444,2025.049573,1272.713466,356.7359275,136.1840268,1718.742834,435.7060507,985.4075452,2392.954075,3613.507602,2495.699885,311.26167,95.8326134,1293.586113,1199.715774,1371.284569,290.7362529
1997-05-31,2376.008685,8239.72966,3756.23786,447.2355726,629.1986606,925.1104881,563.5012767,4028.083899,2405.037891,685.475853,616.4506368,307.9524851,1014.15763,2653.52138,2158.09533,1361.930679,383.7765108,129.8514696,1845.242307,452.1321688,1050.838606,2632.488777,3982.085377,2687.369636,330.3108843,104.2179671,1376.7637,1211.472988,1451.916102,314.4603311
1997-06-30,2531.399653,8245.497471,3856.529411,453.5415941,667.5797789,963.6875954,583.7873226,4386.180558,2553.428729,701.7216307,650.2321317,321.3792134,1077.542482,2834.491538,2238.376476,1414.092625,387.6910312,133.5911919,1869.414981,465.9674132,1090.560306,2714.359178,4020.711605,2777.396519,338.3374387,106.0417815,1467.492427,1225.28378,1541.354134,328.2336936
1997-07-31,2675.942574,8398.039174,3906.664293,461.6146345,700.0241561,1006.378956,601.9431083,4476.535878,2733.445454,722.9837961,704.7215844,354.1277553,1180.340034,3078.824708,2419.908809,1531.320903,394.9796226,148.0190407,2007.75169,479.0610975,1120.550714,2929.064989,4778.615743,2937.096818,365.6074363,111.6195792,1597.512256,1313.749269,1705.045943,338.7371718
1997-08-31,2564.890957,7339.046434,3787.901699,450.0742687,682.2435426,923.2520541,564.7430242,4201.676575,2609.347031,728.4061746,655.3206013,347.6826301,1192.969673,2787.567891,2454.029523,1419.381345,397.665484,140.2924467,2012.771069,473.5039888,1095.002158,2858.76743,4747.076879,2844.284559,350.4712884,113.0817957,1551.02465,1245.565682,1608.881352,336.7047488
1997-09-30,2728.787489,7934.2431,3682.598032,473.0280564,731.5015263,970.4302341,593.3754956,4479.407396,2624.220309,773.4216761,686.5138619,351.4723708,1203.467806,3021.444837,2594.154608,1469.627445,419.9347511,134.1476376,2139.978201,495.5219243,1200.998367,2967.972346,4934.586416,2893.77511,380.6468664,117.4806775,1634.779981,1312.328003,1739.039853,354.6511119
1997-10-31,2687.03704,7462.155635,3529.401954,471.7508806,724.2596612,934.4272724,546.2021437,4491.053856,2512.166102,741.8660718,668.4585474,324.4792927,1100.691655,2863.121127,2495.057902,1303.853469,359.8000947,111.0608291,2097.392634,500.1798304,1240.991612,2877.449189,4398.690331,2721.884869,375.0894221,115.4365137,1607.479155,1241.855989,1705.998096,320.0016982
1997-11-30,2888.296115,8006.146781,3834.695223,507.0378465,752.7230659,986.1011006,554.2859354,4619.497996,2591.299334,734.8925307,684.8357818,313.2523092,1069.542081,3208.413535,2440.166629,1383.12776,322.0930448,103.2532529,2022.935196,535.8926702,1368.317352,2953.701592,4427.721687,2799.458587,371.8636531,116.983363,1712.929788,1284.824206,1767.414027,327.3937375
1997-12-31,2981.588079,8342.404946,4041.001826,519.7644964,799.5424406,1015.486913,504.566487,4783.490175,2587.153255,739.4488644,715.6533919,318.10772,1060.130111,3205.525963,2557.05061,1356.018456,305.6662995,106.9600446,1992.186581,578.6033161,1430.712623,2939.228455,4218.290451,2620.85313,379.486858,116.8546813,1701.110572,1271.076587,1871.514714,348.1505004
